"mun_id","mun_nom","pob_tot","sup_km2","mun_loc_tot","reg","dist","pob_18_44","pea_tot","pea_ocup","pea_ocup_inf","pct_pea","pct_ocup_pea","pct_ocup_inf","loc_princ_1","loc_princ_2","loc_princ_3","sec_princ","ue_sec_tot","ue_mun_tot","pymes_tot","prod_princ_1","vol_gan_1","prod_princ_2","vol_gan_2","prod_princ_3","vol_gan_3","cult_princ_1","vol_agri_1","cult_princ_2","vol_agri_2","cult_princ_3","vol_agri_3","viv_tot","viv_sin_agua","pct_viv_sin_agua","viv_sin_pc","pct_viv_sin_pc","viv_sin_dren","pct_viv_sin_dren","viv_sin_luz","pct_viv_sin_luz","viv_sin_int","pct_viv_sin_int","esc_ms_23_24","alum_ms_23_24","esc_sup_23_24","alum_sup_23_24","caren_salud","caren_seg_soc","acceso_alim","rez_educ","pobreza_multi","pobreza_ext","pobreza_mod","vul_caren_soc","vul_ing","no_pob_no_vul","afiliacion_salud","rama_princ_1","artesanos_tot_1","rama_princ_2","artesanos_tot_2","rama_princ_3","artesanos_tot_3","artesanos_tot_mun","vacb","total_ingresos","pct_de_18"
"335",San Pedro Yaneri,867,"28.1",2,Sierra Norte,Ixtlán de juárez,314,363,358,328,58.57,98.76,91.51,San Pedro Yaneri,San Juan Tepanzacoalco,Luza,Comercio al por menor,11,32,0,Ganado en pie de Porcino,"18.68",Carne de Porcino,"14.14",Ganado en pie de Bovino,"11.45",Caña de azúcar piloncillo,"380.1",Café cereza,"255.5",Maíz grano,"224.4",252,6,2.38,246,97.62,35,13.89,2.0,0.79,247,98.02,0.0,0.0,0.0,0.0,81,761,26,300,810,277,533,50,5,2,781,,,,,,,,0.542,3.221,36.22
"336",San Pedro Yólox,1697,"165.4",7,Sierra Norte,Ixtlán de juárez,505,702,694,622,54.89,98.91,89.53,San Pedro Yólox,San Francisco la Reforma,San Martín Buenavista,Comercio al por menor,18,55,3,Ganado en pie de Porcino,"177.6",Carne de Porcino,"132.1",Ganado en pie de Bovino,"93.66",Maíz grano,"240.3",Café cereza,"213.8",Naranja,"46.35",492,1,0.20,415,84.35,47,9.55,4.0,0.81,361,73.37,1.0,23.0,0.0,0.0,94,1453,157,636,1446,204,1242,231,14,7,1603,,,,,,,,2.39,9.5,29.76
"341",San Pedro Yucunama,241,"29.8",1,Mixteca,Teposcolula,82,95,95,95,50.67,100.0,100.0,San Pedro Yucunama,,,Comercio al por menor,4,23,1,Ganado en pie de Bovino,"21.40",Carne de Bovino,"11.02",Ganado en pie de Caprino,"05.16",Tomate rojo (jitomate),"37.60",Trigo grano,"29.54",Maíz grano,"23.46",73,3,4.11,65,89.04,10,13.70,5.0,6.85,72,98.63,0.0,0.0,0.0,0.0,44,200,45,55,188,36,153,49,3,1,194,,,,,,,,1.04,0.839,34.02
"342",San Raymundo Jalpan,4105,"8.2",14,Valles Centrales,Centro,1905,1968,1920,1346,64.31,97.55,70.12,San Raymundo Jalpan,Habitat Cuilápam [Fraccionamiento],Real Antequera II [Fraccionamiento],Comercio al por menor,51,130,7,Leche de Bovino,"25.44",Ganado en pie de Bovino,"12.43",Carne de Bovino,"06.40",Alfalfa verde,"255.1",Maíz grano,"116.7",Tomate rojo (jitomate),"33.38",1291,81,6.27,723,56.00,67,5.19,11.0,0.85,591,45.78,0.0,0.0,2.0,1473.0,1095,2096,594,451,836,119,717,1927,42,1302,2906,,,,,,,,40.931,82.845,46.41
"343",San Sebastián Abasolo,1999,"15.4",4,Valles Centrales,Tlacolula,729,904,891,756,57.83,98.54,84.92,San Sebastián Abasolo,Santa Rosa Buena Vista,Rompe Capa [Paraje],Comercio al por menor,42,111,8,Leche de Bovino,"248.3",Ganado en pie de Porcino,"74.45",Ganado en pie de Bovino,"71.10",Alfalfa verde,"1,717",Ajo,"374.1",Maíz grano,"369.7",568,22,3.87,484,85.21,235,41.37,10.0,1.76,461,81.16,0.0,0.0,0.0,0.0,844,1478,424,422,1205,303,903,659,39,97,1138,,,,,,,,7.534,20.344,36.47
"344",San Sebastián Coatlán,2809,"206.9",8,Sierra Sur,Miahuatlán,1023,1152,1137,1079,60.02,98.7,94.93,San Sebastián Coatlán,San José Cieneguilla,El Porvenir Ballesteros,Comercio al por menor,42,97,3,Miel de Abeja,"81.73",Leche de Bovino,"77.13",Ganado en pie de Bovino,"09.68",Maíz grano,"1,107",Café cereza,"1,087",Tomate rojo (jitomate),"203.6",808,157,19.43,747,92.45,248,30.69,16.0,1.98,695,86.01,2.0,118.0,0.0,0.0,520,2444,1279,911,2487,1036,1451,288,21,14,2285,,,,,,,,4.054,14.407,36.42
"345",San Sebastián Ixcapa,4188,"98.3",8,Costa,Jamiltepec,1512,1770,1743,1496,59.21,98.44,85.83,San Sebastián Ixcapa,Camotinchán,Vista Hermosa,Comercio al por menor,50,125,5,Ganado en pie de Bovino,"827.4",Leche de Bovino,"462.8",Carne de Bovino,"448.6",Pastos y praderas,"10,07",Maíz grano,"1,079",Sandía,"780.0",1210,176,14.55,1091,90.17,185,15.29,18.0,1.49,1080,89.26,3.0,154.0,0.0,0.0,907,3220,1249,1124,2731,766,1965,1244,28,187,3261,,,,,,,,6.006,17.072,36.10
"346",San Sebastián Nicananduta,1542,"44.1",3,Mixteca,Teposcolula,536,621,615,615,55.46,99.16,100.0,San Sebastián Nicananduta,Primera Sección,Tercera Sección,Industria manufacturera,278,379,3,Ganado en pie de Bovino,"40.53",Ganado en pie de Porcino,"23.62",Carne de Bovino,"20.79",Maíz grano,"181.1",Frijol,"34.81",Tomate rojo (jitomate),"24.60",481,0,0.00,461,95.84,12,2.49,4.0,0.83,444,92.31,1.0,53.0,0.0,0.0,247,1192,921,448,1423,629,794,89,27,5,1292,,,,,,,,10.524,20.549,34.76
"347",San Sebastián Río Hondo,4202,"106.2",14,Sierra Sur,Miahuatlán,1729,1862,1837,1602,62.58,98.65,87.18,San Sebastián Río Hondo,Cieneguilla,San Felipe Cieneguilla,Industria manufacturera,108,186,2,Leche de Bovino,"80.81",Ganado en pie de Bovino,"17.98",Ganado en pie de Porcino,"15.30",Maíz grano,"806.5",Tomate rojo (jitomate),"246.1",Durazno,"99.67",1007,34,3.38,959,95.23,879,87.29,18.0,1.79,750,74.48,2.0,165.0,0.0,0.0,932,3767,1004,1051,3933,1658,2275,239,24,8,3267,Textiles,52,No Clasificado,18,,,70,15.483,29.522,41.15
"348",San Sebastián Tecomaxtlahuaca,8192,"230.9",58,Mixteca,Juxtlahuaca,3103,3552,3533,3108,59.02,99.45,87.97,San Sebastián Tecomaxtlahuaca,Guadalupe Nundaca,San Martín Duraznos,Comercio al por menor,123,251,7,Ganado en pie de Bovino,"148.8",Ganado en pie de Porcino,"111.9",Carne de Porcino,"84.63",Maíz grano,"2,903",Nopalitos,"227.4",Granada,"132.0",2269,101,4.45,2088,92.02,423,18.64,62.0,2.73,2048,90.26,0.0,0.0,0.0,0.0,2906,6592,2522,3339,6160,1928,4232,1631,197,208,5481,Textiles,1,,,,,1,52.947,234.297,37.88
